"series","time","x","initial_value","x_obs","n_total"
"1",75,452.085632695386,184.659666521475,365,600
"1",76,452.975412615348,184.659666521475,431,600
"1",77,453.821072442186,184.659666521475,461,600
"1",78,454.624597296821,184.659666521475,466,600
"1",79,455.38790368386,184.659666521475,465,600
"1",80,456.112839651617,184.659666521475,454,600
"1",81,456.801185242678,184.659666521475,444,600
"1",82,457.454653189239,184.659666521475,462,600
"1",83,458.074889839687,184.659666521475,478,600
"1",84,458.663476268345,184.659666521475,462,600
"1",85,459.221929542629,184.659666521475,433,600
"1",86,459.751704125464,184.659666521475,495,600
"1",87,460.254193387992,184.659666521475,433,600
"1",88,460.730731211417,184.659666521475,447,600
"1",89,461.182593658965,184.659666521475,537,600
"1",90,461.611000700913,184.659666521475,484,600
"1",91,462.01711797752,184.659666521475,473,600
"1",92,462.40205858641,184.659666521475,462,600
"1",93,462.766884882537,184.659666521475,470,600
"1",94,463.11261028033,184.659666521475,488,600
"1",95,463.440201048932,184.659666521475,416,600
"1",96,463.750578092685,184.659666521475,455,600
"1",97,464.044618710083,184.659666521475,504,600
"1",98,464.323158325459,184.659666521475,475,600
"1",99,464.58699218852,184.659666521475,436,600
"1",100,464.836877037709,184.659666521475,492,600
"2",1,157.596680848024,154.603500617668,130,600
"2",2,160.695403464669,154.603500617668,140,600
"2",3,163.900752663778,154.603500617668,158,600
"2",4,167.213697285464,154.603500617668,192,600
"2",5,170.634879093883,154.603500617668,106,600
"2",6,174.164622815739,154.603500617668,164,600
"2",7,177.802924343843,154.603500617668,190,600
"2",8,181.549445472906,154.603500617668,197,600
"2",9,185.403497100681,154.603500617668,206,600
"2",10,189.364111679233,154.603500617668,185,600
"2",11,193.429743649602,154.603500617668,201,600
"2",12,197.598493145955,154.603500617668,189,600
"2",13,201.868053862488,154.603500617668,210,600
"2",14,206.235691533615,154.603500617668,267,600
"2",15,210.698190383721,154.603500617668,263,600
"2",16,215.251893407781,154.603500617668,243,600
"2",17,219.892706647226,154.603500617668,255,600
"2",18,224.616090271051,154.603500617668,247,600
"2",19,229.417069246668,154.603500617668,199,600
"2",20,234.290247715726,154.603500617668,227,600
"2",21,239.229827002813,154.603500617668,265,600
"2",22,244.229628104263,154.603500617668,195,600
"2",23,249.283118551624,154.603500617668,204,600
"2",24,254.383442728766,154.603500617668,290,600
"2",25,259.523458544169,154.603500617668,264,600
"2",26,264.695775500052,154.603500617668,281,600
"2",27,269.892795345825,154.603500617668,248,600
"2",28,275.106757131028,154.603500617668,265,600
"2",29,280.32978395,154.603500617668,269,600
"2",30,285.553930993654,154.603500617668,243,600
"2",31,290.771234613696,154.603500617668,301,600
"2",32,295.973761683787,154.603500617668,307,600
"2",33,301.153658595408,154.603500617668,292,600
"2",34,306.303199245102,154.603500617668,344,600
"2",35,311.414831392339,154.603500617668,308,600
"2",36,316.481220803647,154.603500617668,321,600
"2",37,321.49529264739,154.603500617668,403,600
"2",38,326.45026966311,154.603500617668,324,600
"2",39,331.339706697705,154.603500617668,350,600
"2",40,336.157521275715,154.603500617668,277,600
"2",41,340.898019950353,154.603500617668,327,600
"2",42,345.555920322786,154.603500617668,351,600
"2",43,350.126368391338,154.603500617668,320,600
"2",44,354.604951557024,154.603500617668,289,600
"2",45,358.987707260759,154.603500617668,353,600
"2",46,363.27112722098,154.603500617668,407,600
"2",47,367.452157537588,154.603500617668,347,600
"2",48,371.528194966392,154.603500617668,378,600
"2",49,375.497079619187,154.603500617668,391,600
"2",50,379.357084403253,154.603500617668,416,600
"2",51,383.106901552844,154.603500617668,387,600
"2",52,386.745626616682,154.603500617668,438,600
"2",53,390.272740273083,154.603500617668,389,600
"2",54,393.688088344113,154.603500617668,418,600
"2",55,396.991860373079,154.603500617668,425,600
"2",56,400.184567113349,154.603500617668,425,600
"2",57,403.267017275123,154.603500617668,374,600
"2",58,406.24029382006,154.603500617668,401,600
"2",59,409.105730101649,154.603500617668,372,600
"2",60,411.864886106948,154.603500617668,420,600
"2",61,414.519525032829,154.603500617668,464,600
"2",62,417.0715903938,154.603500617668,465,600
"2",63,419.523183831481,154.603500617668,455,600
"2",64,421.876543770918,154.603500617668,385,600
"2",65,424.134025039777,154.603500617668,475,600
"2",66,426.298079541272,154.603500617668,452,600
"2",67,428.371238048237,154.603500617668,396,600
"2",68,430.356093164299,154.603500617668,447,600
"2",69,432.255283478835,154.603500617668,442,600
"2",70,434.071478925265,154.603500617668,454,600
"2",71,435.807367337336,154.603500617668,447,600
"2",72,437.465642185144,154.603500617668,425,600
"2",73,439.048991462315,154.603500617668,457,600
"2",74,440.56008768627,154.603500617668,421,600
"2",75,442.001578966781,154.603500617668,475,600
"2",76,443.376081092313,154.603500617668,419,600
"2",77,444.686170580032,154.603500617668,429,600
"2",78,445.934378632284,154.603500617668,424,600
"2",79,447.123185940691,154.603500617668,442,600
"2",80,448.255018278484,154.603500617668,407,600
"2",81,449.332242821802,154.603500617668,467,600
"2",82,450.357165141602,154.603500617668,400,600
"2",83,451.332026809222,154.603500617668,420,600
"2",84,452.259003560543,154.603500617668,445,600
"2",85,453.14020396596,154.603500617668,446,600
"2",86,453.97766855586,154.603500617668,419,600
"2",87,454.773369354011,154.603500617668,476,600
"2",88,455.529209774122,154.603500617668,442,600
"2",89,456.247024837667,154.603500617668,485,600
"2",90,456.928581674014,154.603500617668,506,600
"2",91,457.575580266762,154.603500617668,468,600
"2",92,458.189654412994,154.603500617668,479,600
"2",93,458.772372864733,154.603500617668,457,600
"2",94,459.325240626686,154.603500617668,456,600
"2",95,459.849700378593,154.603500617668,456,600
"2",96,460.347134007067,154.603500617668,475,600
"2",97,460.818864223943,154.603500617668,453,600
"2",98,461.266156249097,154.603500617668,424,600
"2",99,461.690219543533,154.603500617668,497,600
"2",100,462.092209577965,154.603500617668,451,600
"3",1,336.210259898189,331.393459998071,350,600
"3",2,340.94973405521,331.393459998071,365,600
"3",3,345.606850141771,331.393459998071,353,600
"3",4,350.176325518538,331.393459998071,457,600
"3",5,354.653901278302,331.393459998071,398,600
"3",6,359.035584674612,331.393459998071,381,600
"3",7,363.31787984816,331.393459998071,346,600
"3",8,367.497760620261,331.393459998071,249,600
"3",9,371.572625218902,331.393459998071,390,600
"3",10,375.540315508713,331.393459998071,358,600
"3",11,379.399109159623,331.393459998071,376,600
"3",12,383.147702960972,331.393459998071,430,600
"3",13,386.785196829951,331.393459998071,374,600
"3",14,390.31107560273,331.393459998071,384,600
"3",15,393.725189126426,331.393459998071,332,600
"3",16,397.027730350539,331.393459998071,402,600
"3",17,400.219214452951,331.393459998071,431,600
"3",18,403.300452584876,331.393459998071,452,600
"3",19,406.272530280814,331.393459998071,345,600
"3",20,409.136783733731,331.393459998071,399,600
"3",21,411.894775321363,331.393459998071,394,600
"3",22,414.548270356302,331.393459998071,386,600
"3",23,417.099214219229,331.393459998071,399,600
"3",24,419.54971017665,331.393459998071,410,600
"3",25,421.901998048211,331.393459998071,405,600
"3",26,424.158433836845,331.393459998071,376,600
"3",27,426.321470414512,331.393459998071,451,600
"3",28,428.39363932477,331.393459998071,415,600
"3",29,430.377533742921,331.393459998071,442,600
"3",30,432.275792697333,331.393459998071,414,600
"3",31,434.091086403736,331.393459998071,442,600
"3",32,435.826102821366,331.393459998071,476,600
"3",33,437.483535414478,331.393459998071,458,600
"3",34,439.066072058333,331.393459998071,375,600
"3",35,440.576385047642,331.393459998071,486,600
"3",36,442.017122176524,331.393459998071,461,600
"3",37,443.390898835873,331.393459998071,427,600
"3",38,444.700291073709,331.393459998071,449,600
"3",39,445.947829561332,331.393459998071,417,600
"3",40,447.135994406443,331.393459998071,433,600
"3",41,448.267210753839,331.393459998071,468,600
"3",42,449.343845114446,331.393459998071,451,600
"3",43,450.368202364312,331.393459998071,395,600
"3",44,451.342523356634,331.393459998071,438,600
"3",45,452.268983091797,331.393459998071,464,600
"3",46,453.14968939264,331.393459998071,441,600
"3",47,453.986682034697,331.393459998071,458,600
"3",48,454.781932283612,331.393459998071,438,600
"3",49,455.537342796591,331.393459998071,440,600
"3",50,456.254747841155,331.393459998071,479,600
"3",51,456.935913804047,331.393459998071,473,600
"3",52,457.582539930039,331.393459998071,523,600
"3",53,458.196259289473,331.393459998071,472,600
"3",54,458.778639923153,331.393459998071,450,600
"3",55,459.331186138214,331.393459998071,461,600
"3",56,459.855339934626,331.393459998071,495,600
"3",57,460.352482537547,331.393459998071,464,600
"3",58,460.823936014783,331.393459998071,383,600
"3",59,461.270964960785,331.393459998071,475,600
"3",60,461.694778230492,331.393459998071,425,600
"3",61,462.096530708236,331.393459998071,415,600
"3",62,462.477325098568,331.393459998071,485,600
"3",63,462.838213727462,331.393459998071,494,600
"3",64,463.180200343752,331.393459998071,473,600
"3",65,463.504241911992,331.393459998071,469,600
"3",66,463.811250389099,331.393459998071,511,600
"3",67,464.102094478237,331.393459998071,515,600
"3",68,464.37760135437,331.393459998071,495,600
"3",69,464.638558356797,331.393459998071,436,600
"3",70,464.885714644781,331.393459998071,411,600
"3",71,465.119782813066,331.393459998071,480,600
"3",72,465.341440464761,331.393459998071,446,600
"3",73,465.551331739567,331.393459998071,481,600
"3",74,465.750068795884,331.393459998071,452,600
"3",75,465.938233245729,331.393459998071,430,600
"3",76,466.116377541794,331.393459998071,458,600
"3",77,466.285026316332,331.393459998071,455,600
"3",78,466.444677671807,331.393459998071,446,600
"3",79,466.595804423541,331.393459998071,422,600
"3",80,466.738855294783,331.393459998071,507,600
"3",81,466.874256064812,331.393459998071,447,600
"3",82,467.00241067084,331.393459998071,474,600
"3",83,467.123702264636,331.393459998071,469,600
"3",84,467.238494224855,331.393459998071,458,600
"3",85,467.347131126181,331.393459998071,495,600
"3",86,467.449939666442,331.393459998071,465,600
"3",87,467.547229552919,331.393459998071,461,600
"3",88,467.639294349096,331.393459998071,503,600
"3",89,467.726412283144,331.393459998071,485,600
"3",90,467.808847019428,331.393459998071,439,600
"3",91,467.88684839435,331.393459998071,421,600
"3",92,467.960653117832,331.393459998071,505,600
"3",93,468.03048544173,331.393459998071,508,600
"3",94,468.096557796479,331.393459998071,461,600
"3",95,468.159071397214,331.393459998071,445,600
"3",96,468.218216820628,331.393459998071,442,600
"3",97,468.274174553775,331.393459998071,458,600
"3",98,468.327115516016,331.393459998071,457,600
"3",99,468.377201555252,331.393459998071,503,600
"3",100,468.424585919591,331.393459998071,474,600
"4",1,31.5072401760992,33.8298902381212,40,600
"4",2,29.1426264263608,33.8298902381212,35,600
"4",3,26.7510260058648,33.8298902381212,46,600
"4",4,24.3515590854068,33.8298902381212,53,600
"4",5,21.9682201145254,33.8298902381212,12,600
"4",6,19.6301233509838,33.8298902381212,19,600
"4",7,17.371389974293,33.8298902381212,30,600
"4",8,15.2301704912708,33.8298902381212,10,600
"4",9,13.2463986228892,33.8298902381212,8,600
"4",10,11.4579001626478,33.8298902381212,10,600
"4",11,9.89531223225667,33.8298902381212,3,600
"4",12,8.57668026204542,33.8298902381212,3,600
"4",13,7.50373588231558,33.8298902381212,6,600
"4",14,6.66159209403216,33.8298902381212,8,600
"4",15,6.02231387019751,33.8298902381212,0,600
"4",16,5.55095746525334,33.8298902381212,0,600
"4",17,5.21162403999756,33.8298902381212,8,600
"4",18,4.97187226744315,33.8298902381212,0,600
"4",19,4.80484308820759,33.8298902381212,5,600
"4",20,4.68966301909296,33.8298902381212,0,600
"4",21,4.61081475753516,33.8298902381212,6,600
"4",22,4.55711190660122,33.8298902381212,0,600
"4",23,4.52066405952156,33.8298902381212,1,600
"4",24,4.49598776182127,33.8298902381212,2,600
"4",25,4.47930728009954,33.8298902381212,7,600
"4",26,4.46804407351084,33.8298902381212,4,600
"4",27,4.46044540331455,33.8298902381212,7,600
"4",28,4.45532122622748,33.8298902381212,1,600
"4",29,4.45186721397203,33.8298902381212,0,600
"4",30,4.44953949947364,33.8298902381212,0,600
"4",31,4.44797099959069,33.8298902381212,22,600
"4",32,4.4469142732408,33.8298902381212,1,600
"4",33,4.44620232685468,33.8298902381212,10,600
"4",34,4.44572272152958,33.8298902381212,4,600
"4",35,4.44539967329807,33.8298902381212,0,600
"4",36,4.44518183934399,33.8298902381212,0,600
"4",37,4.44503527019798,33.8298902381212,1,600
"4",38,4.44493640704587,33.8298902381212,2,600
"4",39,4.4448701452623,33.8298902381212,0,600
"4",40,4.44482541888725,33.8298902381212,2,600
"4",41,4.44479528177139,33.8298902381212,0,600
"4",42,4.44477451099014,33.8298902381212,0,600
"4",43,4.44476116864382,33.8298902381212,0,600
"4",44,4.4447518255182,33.8298902381212,12,600
"4",45,4.44474560647941,33.8298902381212,3,600
"4",46,4.44474144695601,33.8298902381212,2,600
"4",47,4.44473864503968,33.8298902381212,1,600
"4",48,4.44473675706158,33.8298902381212,0,600
"4",49,4.44473548602076,33.8298902381212,0,600
"4",50,4.44473463045009,33.8298902381212,4,600
"4",51,4.44473405449035,33.8298902381212,7,600
"4",52,4.44473366674911,33.8298902381212,2,600
"4",53,4.44473340572025,33.8298902381212,3,600
"4",54,4.44473322999551,33.8298902381212,0,600
"4",55,4.44473311151244,33.8298902381212,0,600
"4",56,4.4447330294736,33.8298902381212,13,600
"4",57,4.44473296543253,33.8298902381212,4,600
"4",58,4.44473293784041,33.8298902381212,6,600
"4",59,4.4447329180626,33.8298902381212,1,600
"4",60,4.44473290388601,33.8298902381212,0,600
"4",61,4.44473289372434,33.8298902381212,10,600
"4",62,4.44473288644054,33.8298902381212,0,600
"4",63,4.44473288121956,33.8298902381212,14,600
"4",64,4.4447328774772,33.8298902381212,3,600
"4",65,4.44473287479471,33.8298902381212,0,600
"4",66,4.44473287287192,33.8298902381212,12,600
"4",67,4.44473287149368,33.8298902381212,1,600
"4",68,4.44473287050577,33.8298902381212,0,600
"4",69,4.44473286979764,33.8298902381212,24,600
"4",70,4.44473286929006,33.8298902381212,17,600
"4",71,4.44473286892623,33.8298902381212,2,600
"4",72,4.44473286866544,33.8298902381212,4,600
"4",73,4.44473286847851,33.8298902381212,7,600
"4",74,4.44473286834451,33.8298902381212,5,600
"4",75,4.44473286824847,33.8298902381212,5,600
"4",76,4.44473286817963,33.8298902381212,0,600
"4",77,4.44473286813028,33.8298902381212,0,600
"4",78,4.44473286809491,33.8298902381212,4,600
"4",79,4.44473286806955,33.8298902381212,8,600
"4",80,4.44473286805138,33.8298902381212,1,600
"4",81,4.44473286803835,33.8298902381212,0,600
"4",82,4.44473286802902,33.8298902381212,1,600
"4",83,4.44473286802232,33.8298902381212,23,600
"4",84,4.44473286801753,33.8298902381212,15,600
"4",85,4.44473286801409,33.8298902381212,16,600
"4",86,4.44473286801162,33.8298902381212,0,600
"4",87,4.44473286800985,33.8298902381212,4,600
"4",88,4.44473286800859,33.8298902381212,3,600
"4",89,4.44473286800768,33.8298902381212,18,600
"4",90,4.44473286800703,33.8298902381212,4,600
"4",91,4.44473286800656,33.8298902381212,3,600
"4",92,4.44473286800623,33.8298902381212,3,600
"4",93,4.44473286800599,33.8298902381212,1,600
"4",94,4.44473286800582,33.8298902381212,0,600
"4",95,4.44473286800569,33.8298902381212,10,600
"4",96,4.44473286800561,33.8298902381212,0,600
"4",97,4.44473286800554,33.8298902381212,0,600
"4",98,4.4447328680055,33.8298902381212,8,600
"4",99,4.44473286800546,33.8298902381212,1,600
"4",100,4.44473286800544,33.8298902381212,1,600
"5",1,286.352818268891,281.129570351914,303,600
"5",2,291.568205402442,281.129570351914,309,600
"5",3,296.767874705862,281.129570351914,320,600
"5",4,301.943654940381,281.129570351914,292,600
"5",5,307.087888179281,281.129570351914,332,600
"5",6,312.193077427357,281.129570351914,327,600
"5",7,317.251912910361,281.129570351914,284,600
"5",8,322.257373708861,281.129570351914,367,600
"5",9,327.202733017111,281.129570351914,320,600
"5",10,332.081597684156,281.129570351914,340,600
"5",11,336.887942896535,281.129570351914,351,600
"5",12,341.616136168844,281.129570351914,390,600
"5",13,346.260960010961,281.129570351914,327,600
"5",14,350.81762774184,281.129570351914,359,600
"5",15,355.281795090414,281.129570351914,379,600
"5",16,359.649568769634,281.129570351914,361,600
"5",17,363.917510090801,281.129570351914,357,600
"5",18,368.082634353033,281.129570351914,393,600
"5",19,372.142406697551,281.129570351914,365,600
"5",20,376.094734217741,281.129570351914,402,600
"5",21,379.937954925924,281.129570351914,375,600
"5",22,383.670823869667,281.129570351914,390,600
"5",23,387.292496760293,281.129570351914,364,600
"5",24,390.802511488099,281.129570351914,372,600
"5",25,394.20076789315,281.129570351914,413,600
"5",26,397.487506154161,281.129570351914,429,600
"5",27,400.663284144291,281.129570351914,375,600
"5",28,403.728954691181,281.129570351914,370,600
"5",29,406.685640238542,281.129570351914,420,600
"5",30,409.534709910735,281.129570351914,405,600
"5",31,412.277756413679,281.129570351914,451,600
"5",32,414.916572060925,281.129570351914,393,600
"5",33,417.453125980894,281.129570351914,431,600
"5",34,419.889542102291,281.129570351914,398,600
"5",35,422.228077953619,281.129570351914,369,600
"5",36,424.471104439017,281.129570351914,470,600
"5",37,426.621086678841,281.129570351914,434,600
"5",38,428.680565979775,281.129570351914,433,600
"5",39,430.652142977385,281.129570351914,453,600
"5",40,432.538461956107,281.129570351914,411,600
"5",41,434.342196437383,281.129570351914,434,600
"5",42,436.066035897811,281.129570351914,429,600
"5",43,437.712673663336,281.129570351914,481,600
"5",44,439.284795976745,281.129570351914,418,600
"5",45,440.785072172988,281.129570351914,448,600
"5",46,442.216145904867,281.129570351914,440,600
"5",47,443.580627379604,281.129570351914,448,600
"5",48,444.881086551247,281.129570351914,467,600
"5",49,446.120047210628,281.129570351914,416,600
"5",50,447.299981913923,281.129570351914,432,600
"5",51,448.423307690325,281.129570351914,449,600
"5",52,449.492382469705,281.129570351914,423,600
"5",53,450.509502172046,281.129570351914,459,600
"5",54,451.476898401991,281.129570351914,452,600
"5",55,452.396736693746,281.129570351914,441,600
"5",56,453.27111525394,281.129570351914,435,600
"5",57,454.102064152519,281.129570351914,504,600
"5",58,454.891544914533,281.129570351914,444,600
"5",59,455.641450468483,281.129570351914,471,600
"5",60,456.353605409796,281.129570351914,461,600
"5",61,457.029766540662,281.129570351914,481,600
"5",62,457.671623653764,281.129570351914,420,600
"5",63,458.280800515712,281.129570351914,466,600
"5",64,458.858856036446,281.129570351914,453,600
"5",65,459.407285588812,281.129570351914,475,600
"5",66,459.927522450352,281.129570351914,397,600
"5",67,460.420939348665,281.129570351914,461,600
"5",68,460.888850089403,281.129570351914,473,600
"5",69,461.332511248302,281.129570351914,459,600
"5",70,461.753123910869,281.129570351914,434,600
"5",71,462.151835445153,281.129570351914,495,600
"5",72,462.529741294726,281.129570351914,473,600
"5",73,462.887886780495,281.129570351914,467,600
"5",74,463.227268901434,281.129570351914,419,600
"5",75,463.548838125578,281.129570351914,451,600
"5",76,463.853500163814,281.129570351914,481,600
"5",77,464.142117720059,281.129570351914,487,600
"5",78,464.415512212392,281.129570351914,473,600
"5",79,464.674465460572,281.129570351914,526,600
"5",80,464.919721336148,281.129570351914,475,600
"5",81,465.151987372072,281.129570351914,456,600
"5",82,465.371936329344,281.129570351914,438,600
"5",83,465.580207718784,281.129570351914,474,600
"5",84,465.777409276484,281.129570351914,486,600
"5",85,465.964118391972,281.129570351914,481,600
"5",86,466.140883488443,281.129570351914,496,600
"5",87,466.30822535479,281.129570351914,487,600
"5",88,466.466638429431,281.129570351914,484,600
"5",89,466.616592036162,281.129570351914,460,600
"5",90,466.758531572522,281.129570351914,479,600
"5",91,466.892879651287,281.129570351914,473,600
"5",92,467.020037195892,281.129570351914,477,600
"5",93,467.140384490697,281.129570351914,467,600
"5",94,467.254282187121,281.129570351914,474,600
"5",95,467.362072266747,281.129570351914,423,600
"5",96,467.464078962569,281.129570351914,460,600
"5",97,467.56060963961,281.129570351914,432,600
"5",98,467.651955636158,281.129570351914,508,600
"5",99,467.738393066925,281.129570351914,490,600
"5",100,467.82018358941,281.129570351914,450,600
"6",1,295.466555621721,290.262441057712,271,600
"6",2,300.648949991573,290.262441057712,278,600
"6",3,305.801920811457,290.262441057712,344,600
"6",4,310.917590373561,290.262441057712,310,600
"6",5,315.988726010161,290.262441057712,268,600
"6",6,321.008216069079,290.262441057712,303,600
"6",7,325.969248903251,290.262441057712,315,600
"6",8,330.865358861752,290.262441057712,357,600
"6",9,335.690424747771,290.262441057712,308,600
"6",10,340.438712726427,290.262441057712,299,600
"6",11,345.104899370227,290.262441057712,378,600
"6",12,349.684088205398,290.262441057712,289,600
"6",13,354.171823139994,290.262441057712,373,600
"6",14,358.564097442154,290.262441057712,347,600
"6",15,362.857358401287,290.262441057712,330,600
"6",16,367.048507858045,290.262441057712,367,600
"6",17,371.134898842264,290.262441057712,362,600
"6",18,375.114328603061,290.262441057712,377,600
"6",19,378.985028350666,290.262441057712,386,600
"6",20,382.745650055639,290.262441057712,352,600
"6",21,386.395250668164,290.262441057712,370,600
"6",22,389.933274128602,290.262441057712,394,600
"6",23,393.359531541043,290.262441057712,377,600
"6",24,396.674179875163,290.262441057712,429,600
"6",25,399.877699568727,290.262441057712,359,600
"6",26,402.970871390172,290.262441057712,415,600
"6",27,405.954753097665,290.262441057712,387,600
"6",28,408.830654008551,290.262441057712,394,600
"6",29,411.600112803113,290.262441057712,416,600
"6",30,414.264874036481,290.262441057712,393,600
"6",31,416.826864622163,290.262441057712,427,600
"6",32,419.288171716697,290.262441057712,396,600
"6",33,421.651021303252,290.262441057712,442,600
"6",34,423.917757712058,290.262441057712,442,600
"6",35,426.090824187812,290.262441057712,383,600
"6",36,428.172744571692,290.262441057712,405,600
"6",37,430.166106147226,290.262441057712,433,600
"6",38,432.073543672697,290.262441057712,450,600
"6",39,433.897724617044,290.262441057712,426,600
"6",40,435.64133564127,290.262441057712,436,600
"6",41,437.307070184162,290.262441057712,409,600
"6",42,438.89761723002,290.262441057712,411,600
"6",43,440.41565121428,290.262441057712,456,600
"6",44,441.863822994355,290.262441057712,423,600
"6",45,443.24475183581,290.262441057712,446,600
"6",46,444.561018370718,290.262441057712,479,600
"6",47,445.815158468128,290.262441057712,446,600
"6",48,447.009657958014,290.262441057712,438,600
"6",49,448.146948149263,290.262441057712,453,600
"6",50,449.229402082392,290.262441057712,458,600
"6",51,450.259331458511,290.262441057712,506,600
"6",52,451.238984187423,290.262441057712,410,600
"6",53,452.170542499619,290.262441057712,515,600
"6",54,453.056121569108,290.262441057712,439,600
"6",55,453.897768596564,290.262441057712,474,600
"6",56,454.697462304907,290.262441057712,488,600
"6",57,455.457112802289,290.262441057712,488,600
"6",58,456.178561770293,290.262441057712,435,600
"6",59,456.863582938179,290.262441057712,460,600
"6",60,457.513882807036,290.262441057712,424,600
"6",61,458.131101590764,290.262441057712,439,600
"6",62,458.716814336094,290.262441057712,450,600
"6",63,459.272532209015,290.262441057712,471,600
"6",64,459.79970390894,290.262441057712,480,600
"6",65,460.299717189445,290.262441057712,484,600
"6",66,460.773900467439,290.262441057712,507,600
"6",67,461.223524500744,290.262441057712,484,600
"6",68,461.649804117279,290.262441057712,489,600
"6",69,462.053899980811,290.262441057712,453,600
"6",70,462.436920379996,290.262441057712,454,600
"6",71,462.799923028961,290.262441057712,441,600
"6",72,463.143916869171,290.262441057712,442,600
"6",73,463.469863863606,290.262441057712,422,600
"6",74,463.778680775509,290.262441057712,458,600
"6",75,464.071240925023,290.262441057712,492,600
"6",76,464.34837591807,290.262441057712,429,600
"6",77,464.610877342678,290.262441057712,509,600
"6",78,464.859498428779,290.262441057712,394,600
"6",79,465.094955668231,290.262441057712,511,600
"6",80,465.317930392434,290.262441057712,453,600
"6",81,465.529070305495,290.262441057712,476,600
"6",82,465.728990971403,290.262441057712,475,600
"6",83,465.918277254116,290.262441057712,499,600
"6",84,466.097484709846,290.262441057712,433,600
"6",85,466.267140931181,290.262441057712,481,600
"6",86,466.427746842975,290.262441057712,441,600
"6",87,466.579777950198,290.262441057712,451,600
"6",88,466.723685538141,290.262441057712,474,600
"6",89,466.859897825596,290.262441057712,514,600
"6",90,466.988821071738,290.262441057712,496,600
"6",91,467.110840637621,290.262441057712,469,600
"6",92,467.226322003269,290.262441057712,482,600
"6",93,467.335611741461,290.262441057712,452,600
"6",94,467.439038449352,290.262441057712,491,600
"6",95,467.53691363916,290.262441057712,479,600
"6",96,467.629532589152,290.262441057712,495,600
"6",97,467.717175156224,290.262441057712,408,600
"6",98,467.800106551363,290.262441057712,439,600
